DATASET_YR	REPRJ_ID	INUN_ID	ADMS	COUNSEL	SAT1_VERB_200_P	SAT1_VERB_300_P	SAT1_VERB_400_P	SAT1_VERB_500_P	SAT1_VERB_600_P	SAT1_VERB_700_P	SAT1_MATH_200_P	SAT1_MATH_300_P	SAT1_MATH_400_P	SAT1_MATH_500_P	SAT1_MATH_600_P	SAT1_MATH_700_P	ACT_1_P	ACT_2_P	ACT_3_P	ACT_4_P	ACT_5_P	ACT_6_P	SAT1_VERB_MEAN	SAT1_MATH_MEAN	ACT_MEAN	SAT1_VERB_670_800_P	SAT1_MATH_600_800_P	SUBMIT_P	SUBMIT_SAT1_P	SUBMIT_ACT_P	PLACE_ONLY	ADMS_PLACE	ADMS_COUNSEL	SAT1_VERB_25TH_P	SAT1_VERB_75TH_P	SAT1_MATH_25TH_P	SAT1_MATH_75TH_P	ACT_COMP_25TH_P	ACT_COMP_75TH_P	ACT_WRITING	SAT_NEW	SAT1_WRITING_200_P	SAT1_WRITING_300_P	SAT1_WRITING_400_P	SAT1_WRITING_500_P	SAT1_WRITING_600_P	SAT1_WRITING_700_P	SAT1_WRITING_25TH_P	SAT1_WRITING_75TH_P	SAT1_WRITING_MEAN	ESSAY_ADMIS_ACT	ESSAY_ADMIS_SAT	ESSAY_ADVISING_ACT	ESSAY_ADVISING_SAT	ESSAY_AP_SUBST_ACT	ESSAY_AP_SUBST_SAT	ESSAY_AP_VALID_ACT	ESSAY_AP_VALID_SAT	ESSAY_NO_ACT	ESSAY_NO_SAT	ESSAY_NO_POLICY_ACT	ESSAY_NO_POLICY_SAT	ESSAY_PLACE_ACT	ESSAY_PLACE_SAT	ADMS_OPTIONAL	SAT_ESSAY
2018	12	8980	Y		0.00	8.64	41.97	39.51	9.88	0.00	0.00	7.41	45.68	38.27	8.64	0.00	0.00	0.00	27.17	56.02	15.69	1.00			21				18.00	79.00				430.00	550.00	430.00	520.00	17.00	22.00	ACTB																			X	X					X	SATB
2018	12	8984	Y		0.00	6.00	29.00	39.00	22.00	4.00	0.00	11.00	35.00	43.00	9.00	2.00	0.00	0.00	21.00	55.00	23.00	1.00	531	503	21				66.00	49.00				480.00	600.00	440.00	550.00	18.00	23.00	ACTB																			X	X						SATB
2018	12	8985	N																																																															
2018	12	8986																																																																
2018	12	8988	N																																																															
2018	12	8990	Y														0.00	2.00	40.00	50.00	8.00	0.00			18				9.00	92.00								15.00	21.00	ACTB																										
2018	12	8991	Y																										48.00											ACTB																			X	X						SATB
2018	12	8992	Y		0.00	0.00	7.00	59.00	32.00	2.00	0.00	0.00	12.00	62.00	24.00	2.00	0.00	0.00	3.00	56.00	37.00	4.00	574	559	23				83.00	27.00				535.00	610.00	520.00	600.00	21.00	25.00																											
2018	12	8995	Y		0.00	0.00	3.00	15.00	56.00	26.00	0.00	0.00	4.00	33.00	44.00	19.00	0.00	0.00	0.00	13.00	55.00	32.00	618	594	27				10.00	77.00				610.00	690.00	570.00	670.00	25.00	30.00	ACTB																			X	X					X	SATB
2018	12	8996	N																																																															
2018	12	8998	Y		0.00	0.00	1.60	28.80	55.50	14.10	0.00	0.00	1.80	31.10	49.80	17.30	0.00	0.00	0.00	13.40	58.50	28.20			27				83.00	33.00				590.00	660.00	580.00	670.00	25.00	30.00	ACTB													X	X			X	X								SATB
2018	12	8999																							18				0.00	100.00																																				
2018	12	9000	N																																																															
2018	12	9001	Y		0.00	2.60	15.58	37.66	41.56	2.60	0.00	2.27	26.14	50.00	19.32	2.27	0.00	0.00	7.08	54.67	27.20	11.05	571	539	23				21.00	84.00				510.00	620.00	490.00	590.00	19.00	26.00	ACTB																			X	X						SATB
2018	12	9002	N																																																															
2018	12	9003	N																																																															
2018	12	9004	N																																																															
2018	12	9005	N																																																															
2018	12	9007	N														0.00	0.50	42.50	48.60	7.10	1.30							1.00	99.00																																				
2018	12	9009	N																																																															
2018	12	9010	Y																																																		X	X									X	X		
2018	12	9011	N																																																															
2018	12	9012																																																																
2018	12	9013	Y																										41.00	55.00								16.00	20.00	ACTB																				X						SATB
2018	12	9014	Y																																																															
2018	12	9015	Y		0.00	0.00	0.00	67.00	33.00	0.00	0.00	0.00	20.00	55.00	20.00	5.00	0.00	0.00	10.00	48.00	37.00	5.00	560	565	23				11.00	99.00				545.00	595.00	510.00	600.00	16.00	33.00	ACTB																			X	X						SATB
2018	12	9016	Y														0.00	0.00	0.00	4.00	59.00	37.00			29				68.00	32.00								26.00	31.00																											
2018	12	9017	Y																																																															
2018	12	9018	Y														0.00	0.00	8.00	50.00	29.00	13.00			23				23.00	79.00								19.00	26.00																											
2018	12	9019	Y		0.00	0.00	74.00	26.00	0.00	0.00	0.00	26.00	42.00	32.00	0.00	0.00	0.00	0.00	43.00	52.00	4.00	1.00	471	457	18				56.00	72.00				430.00	510.00	390.00	510.00	16.00	19.00	ACTB																					X	X				SATB
2018	12	9024	Y		0.00	0.00	0.00	11.89	54.90	33.22	0.00	0.00	0.00	16.43	52.80	30.77	0.00	0.00	0.00	0.86	44.13	55.01	665	660	30				45.00	54.00				620.00	710.00	610.00	700.00	27.00	32.00	ACTB																			X	X						SATB
2018	12	9025																																																																
2018	12	9026	Y		0.00	3.30	28.50	54.60	11.30	2.40	0.30	3.00	27.00	46.60	21.70	1.50	0.00	0.00	4.00	39.00	44.00	13.00	524	537	25				57.50	42.50								20.00	27.00	ACTB																			X	X						SATB
2018	12	9027	N																																																															
2018	12	9028	Y																																																								X	X	X	X				
2018	12	9029	Y		1.40	11.00	38.40	31.50	8.20	9.60							0.00	0.00	16.20	51.80	26.70	4.60			22				2.00	79.00				480.00	600.00	465.00	605.00	18.00	25.00	ACTB																					X	X				SATB
2018	12	9034	N																																																															
2018	12	9035	Y														0.00	0.00	34.00	53.00	12.00	1.00			20				66.00	62.00								18.00	22.00	ACTB																					X	X				SATB
2018	12	9036	Y		0.00	0.00	0.00	2.11	20.51	77.38	0.00	0.00	0.00	3.38	17.97	78.65													34.00	66.00				700.00	760.00	710.00	780.00	31.00	34.00	ACTB																					X	X				SATB
2018	12	9037	Y		0.00	0.00	1.66	4.99	32.41	60.94	0.00	0.28	2.49	3.32	36.63	59.28	0.00	0.00	0.13	1.73	19.52	78.62							19.00	81.00								30.00	33.00	ACTB																			X	X						SATB
2018	12	9039	N														0.00	0.25	23.29	56.01	18.92	1.53								64.00																																				
2018	12	9040																																																																
2018	12	9041	Y																																																															
2018	12	9042	Y																						21				28.00	84.00								17.00	24.00	ACTB																					X	X				SATB
2018	12	9043	Y														0.00	0.00	13.00	66.00	20.00	1.00			21				44.00	72.00								17.00	22.00	ACTB																							X	X		
2018	12	9044	N																																																															
2018	12	9046	N																																																															
2018	12	9047	N																																																															
2018	12	9050	Y														0.00	0.00	22.00	60.00	17.00	1.00			20				0.00	99.00								18.00	22.00	ACTB																										
2018	12	9051	Y								0.00	10.00	28.00	55.00	7.00	0.00	0.00	0.00	18.00	52.00	25.00	5.00	553	505	23				22.00	90.00				505.00	600.00	460.00	550.00	19.00	26.00	ACTB																					X	X				
2018	12	9052	N																										100.00	0.00																																				
2018	12	9053	Y		0.00	0.00	0.00	8.00	60.00	32.00	0.00	0.00	0.00	9.00	51.00	40.00	0.00	0.00	0.00	3.00	36.00	61.00							38.00	37.00				630.00	700.00	640.00	730.00	29.00	32.00	ACTB											X	X													X	SATB
2018	12	9054	N																																																															
2018	12	9057	Y		0.00	0.00	10.90	30.40	43.50	15.20	0.00	2.20	17.40	41.30	26.10	13.00	0.00	0.00	1.00	27.00	48.00	24.00	598	598	26				13.00	93.00				560.00	670.00	510.00	650.00	23.00	29.00	ACTB																				X	X	X				SATB
2018	12	9061	Y														0.00	0.00	0.00	1.00	40.00	59.00			30				36.00	64.00								27.00	33.00	ACTB																					X	X				SATB
2018	12	9063	Y		0.00	0.00	2.00	25.00	54.00	19.00	0.00	0.00	0.00	18.00	64.00	18.00	0.00	0.00	1.00	9.00	51.00	39.00			29				75.00	64.00				570.00	670.00	610.00	673.00	26.00	31.00	ACTC											X	X	X	X			X	X								SATC
2018	12	9065																																																																
2018	12	9066	N																																																															
2018	12	9070	Y														0.00	0.00	0.00	2.00	74.00	24.00			27				75.00	75.00										ACTB																			X	X						SATB
2018	12	9071	Y		0.00	0.00	2.00	29.00	47.00	22.00	0.00	0.00	0.00	25.00	46.00	29.00	0.00	0.00	0.00	29.00	55.00	16.00	650	650	25				86.00	82.00				585.00	690.00	600.00	710.00	23.00	28.00	ACTW											X	X														SATW
2018	12	9072	Y																										77.00	73.00										ACTB																			X	X						
2018	12	9073																																																																
2018	12	9074	N																																																															
2018	12	9078	N																																																															
2018	12	9080	Y																																					ACTB																					X	X			X	SATB
2018	12	9081																																																																
2018	12	9082	Y																						25				1.00	1.00										ACTC																			X	X						
2018	12	9086	Y																										2.00																														X	X						
2018	12	9087	N																																																															
2018	12	9088	N																																																															
2018	12	9089	N																																																															
2018	12	9090																																																																
2018	12	9091	N																																																															
2018	12	9092	N																																																															
2018	12	9096	N																																																															
2018	12	9097	N																																																															
2018	12	9101	N																																																															
2018	12	9103	Y		0.00	0.00	21.00	40.00	30.00	9.00	0.00	2.00	25.00	34.00	24.00	15.00	0.00	0.00	17.00	42.00	33.00	9.00							2.00	97.00				510.00	640.00	480.00	640.00	19.00	26.00	ACTC													X	X									X	X		
2018	12	9104	Y														0.00	0.00	24.00	58.00	17.00	1.00							2.00	100.00																																				
2018	12	9105	Y		0.00	0.00	7.00	50.00	30.00	13.00	0.00	0.00	11.00	52.00	22.00	15.00	0.00	0.00	0.00	29.00	31.00	40.00	591	586	27				19.00	81.00				530.00	640.00	520.00	640.00	23.00	32.00	ACTB																			X	X						SATB
2018	12	9106	Y														0.00	0.00	0.00	41.00	41.00	18.00			25				1.00	94.00								21.00	28.00	ACTB																			X	X						
2018	12	9107	Y														0.00	0.00	0.35	21.01	41.75	36.89			28				14.00	95.00								25.00	31.00	ACTB																			X	X						SATB
2018	12	9109	Y														0.00	0.00	24.00	45.00	27.00	4.00							39.00	25.00								18.00	25.00																											
2018	12	9111	Y		1.00	2.00	17.00	33.00	36.00	11.00	0.00	3.00	14.00	45.00	30.00	8.00	0.00	1.00	24.00	39.00	28.00	8.00	579	570	22				38.00	75.00				510.00	640.00	520.00	630.00	17.00	25.00	ACTC													X	X									X	X		SATB
2018	12	9112	N																										13.00											ACTC																							X	X		
2018	12	9113	Y																																																	X														
2018	12	9114	N																																																															
2018	12	9115	Y																																																															
2018	12	9117	N																																																															
2018	12	9121	Y																																					ACTC																										
2018	12	9122	N																										50.00	50.00																																				
2018	12	9125	Y																																					ACTB																										
2018	12	9127	Y		1.67	2.71	8.69	36.44	40.75	9.74	0.00	1.33	8.87	40.45	37.57	11.78	0.00	0.08	7.73	35.42	42.24	14.53	586	596	25				43.00	53.00				540.00	650.00	560.00	690.00	21.00	28.00	ACTB																					X	X				SATB
2018	12	9128	Y		0.00	0.09	3.50	41.82	45.58	9.01	0.00	0.00	4.95	47.02	39.30	8.73	0.00	0.00	0.19	25.11	52.61	22.09	604	599	26				24.00	93.00				560.00	640.00	550.00	640.00	23.00	29.00	ACTB																			X	X						SATB
2018	12	9129	Y																										2.00	82.00								20.00	25.00	ACTB																			X	X						
2018	12	9130	Y														0.00	1.00	41.00	42.00	15.00	1.00							0.00	72.00								15.00	22.00																											
2018	12	9131	N														0.00	0.00	48.00	45.00	7.00	0.00			18				7.00	93.00								16.00	20.00	ACTB																										
2018	12	9132	N																																																															
2018	12	9135	Y														0.00	0.00	43.80	56.20	0.00	0.00							89.70	10.30								18.00	22.00	ACTB																					X	X				
2018	12	9140	Y		0.00	4.00	44.00	46.00	5.00	1.00	0.00	14.00	49.00	30.00	6.00	1.00	0.00	0.00	15.00	59.00	24.00	2.00	485	470	20				90.00	13.00				440.00	530.00	420.00	520.00	18.00	24.00	ACTW											X	X	X	X									X	X		SATW
2018	12	9142	Y																																					ACTW																			X	X						
2018	12	9143	Y																																					ACTW											X	X														SATW
2018	12	9144	Y														0.00	0.00	0.00	7.00	21.00	72.00							82.00	49.00								29.00	34.00	ACTW											X	X	X	X												SATW
2018	12	9145	Y		0.00	0.28	7.98	38.41	43.81	9.52	0.00	0.69	5.58	28.67	35.70	29.36	0.00	0.00	1.58	14.87	46.59	36.96							62.00	38.00				550.00	650.00	570.00	710.00	25.00	31.00	ACTW											X		X	X												SATW
2018	12	9148	Y		0.00	0.00	1.00	32.00	47.00	20.00	0.00	0.00	3.00	25.00	35.00	37.00							631	655					100.00					580.00	680.00	590.00	730.00			ACTW											X											X				SATW
2018	12	9149	Y														0.00	0.00	1.10	13.30	28.60	57.00			29				80.50	58.20								25.00	33.00	ACTW											X	X											X	X		SATW
2018	12	9150	Y		0.00	0.15	7.46	44.44	41.05	6.90	0.03	0.09	7.52	43.28	35.37	13.70	0.00	0.00	1.56	32.08	47.83	18.54	581	598	24				91.00	51.00				550.00	640.00	540.00	660.00	23.00	29.00	ACTW											X											X				SATW
2018	12	9151	Y		0.00	1.00	12.00	33.00	39.00	15.00	0.00	1.00	5.00	19.00	40.00	35.00	0.00	0.00	1.00	12.00	35.00	52.00	605	652	29				82.00	48.00				550.00	660.00	590.00	720.00	26.00	32.00	ACTW											X											X				SATW
2018	12	9153	Y		0.00	0.00	0.77	13.78	49.20	36.26	0.00	0.00	1.45	17.52	34.63	46.40	0.00	0.00	0.86	13.29	34.54	51.31			28				81.00	55.00						620.00	760.00	26.00	32.00	ACTW											X															SATW
2018	12	9154	Y		0.00	0.00	3.00	28.00	51.00	18.00	0.00	0.00	3.50	28.50	45.00	23.00	0.00	0.00	2.00	19.00	50.00	29.00	634	629	27				79.00	48.00				580.00	680.00	580.00	690.00	24.00	30.00	ACTW											X	X	X	X									X	X		SATW
2018	12	9158	Y														0.00	0.00	2.90	43.60	40.70	12.80			24				4.00	94.00				470.00	555.00	500.00	580.00	21.00	27.00	ACTB																										SATB
2018	12	9159	Y		0.00	0.00	1.00	31.90	55.80	11.30	0.00	0.00	1.50	39.40	47.70	11.40	0.00	0.00	0.00	21.80	58.90	19.30			28				59.60	40.40				580.00	660.00	570.00	660.00	24.00	29.00	ACTB											X	X														SATB
2018	12	9160	N																																																															
2018	12	9162	Y		0.00	0.00	0.00	0.00	8.00	92.00	0.00	0.00	0.00	0.00	8.00	92.00	0.00	0.00	0.00	0.00	5.00	95.00							47.00	67.00				730.00	780.00	750.00	800.00	32.00	35.00	ACTB																			X	X						SATB
2018	12	9163	Y		0.00	0.40	4.87	34.99	44.43	15.31	0.00	0.20	4.47	35.68	40.66	18.99	0.00	0.00	0.51	29.62	52.00	17.87	613	620	26				19.00	91.00				560.00	660.00	560.00	680.00	23.00	28.00	ACTB																							X	X		SATB
2018	12	9164	N																																																															
2018	12	9166	Y		0.00		4.00	31.00	52.00	14.00	0.00	0.00	4.00	33.00	44.00	19.00	0.00	0.00		16.00	53.00	30.00			27				35.00	81.00				580.00	665.00	570.00	680.00	25.00	30.00	ACTB																			X	X						SATB
2018	12	9167	Y		0.00	1.00	14.00	45.00	34.00	6.00	0.00	1.00	18.00	45.00	31.00	5.00	0.00	0.00	6.00	47.00	40.00	7.00	575	567	23				16.00	92.00				530.00	630.00	510.00	620.00	21.00	26.00	ACTB																					X	X				SATB
2018	12	9168	Y		0.00	0.00	8.56	45.45	41.18	4.81	0.00	0.53	12.30	48.13	30.48	8.56	0.00	0.00	5.31	45.09	40.51	9.09	589	578	23				12.00	91.00				540.00	640.00	520.00	640.00	21.00	27.00	ACTB																			X	X						SATB
2018	12	9174	Y														0.00	0.00	0.90	8.00	59.00	33.00							90.00	27.00								26.00	30.00	ACTW																					X	X				
2018	12	9179	Y								0.00	0.37	2.93	45.79	37.73	13.19	0.00	0.00	0.46	17.92	48.33	33.33			27				65.00	57.00				590.00	700.00	550.00	670.00	24.00	31.00	ACTC											X	X														
2018	12	9180	Y		0.00	0.00	6.00	41.00	44.00	9.00	0.00	0.00	6.00	42.00	40.00	12.00	0.00	0.00	0.00	21.00	54.00	25.00							28.00	85.00				550.00	650.00	550.00	660.00	24.00	29.00	ACTB																					X	X				SATB
2018	12	9181	Y														0.00	0.00	3.00	26.00	51.00	20.00							97.00	2.00								25.00	29.00	ACTW											X	X					X	X					X	X		
2018	12	9182	Y		0.00	0.00	2.90	26.30	56.00	14.90	0.00	0.20	4.10	31.60	51.30	12.80	0.00	0.00	0.50	14.80	52.70	31.90	629	621	27				33.00	76.00				590.00	680.00	570.00	670.00	25.00	30.00	ACTB																			X	X						SATB
2018	12	9183	Y														0.00	0.00	1.00	46.00	42.00	11.00			24				4.00	92.00								22.00	27.00	ACTB																			X	X						SATB
